"","c7","c8","c11","c12","c14","c17","c18","c1","c2","c5","c6","c9","c10","c15","c13","c16"
"CTNNB1",8835,7080,21061,14715,2290,27453,27694,16010,19248,5794,7337,13158,21536,13158,12195,41488
"ULK4",104,117,307,265,38,364,483,167,263,110,114,208,392,208,183,406
"TRAK1",1391,1301,3797,2189,405,5497,5263,3103,1591,766,1057,1890,3017,1890,2638,8868
"CCK",4,2,6,4,4,2,24,11,23,0,0,2,0,2,0,38
"LYZL4",0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0
"VIPR1",0,0,0,0,0,0,0,12,14,2,0,14,2,14,3,0
"VIPR1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEC22C",1420,1213,3346,2106,350,5330,4782,2347,2502,961,1239,2125,3342,2125,2349,4526
"SS18L2",144,129,290,332,40,252,482,130,317,113,106,185,460,185,185,431
"NKTR",1323,1351,2750,1969,279,2138,3114,1113,1490,886,1931,2296,3530,2296,1448,4665
"LOC101928323",35,24,48,37,11,45,63,45,20,26,30,37,64,37,28,255
"ZBTB47",2030,1535,4359,2883,339,5471,4983,5908,4828,1219,1523,2767,4792,2767,2150,15197
"KLHL40",0,0,0,0,0,0,0,16,11,0,0,0,2,0,0,0
"HHATL",0,4,0,0,0,0,0,7,7,0,0,0,0,0,0,0
"CCDC13",14,4,35,12,0,11,21,51,14,10,5,18,16,18,11,67
"CCDC13-AS1",0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
"LINC02158",0,0,0,0,2,0,3,0,0,0,1,1,3,1,0,0
"HIGD1A",2200,1684,5106,4263,833,6772,8402,759,1148,1333,1406,3013,5210,3013,2772,8917
"ACKR2",4,0,0,2,0,6,2,14,13,0,5,3,7,3,0,0
"CYP8B1",0,0,0,0,0,0,2,17,20,0,2,0,0,0,0,0
"ZNF662",26,22,47,43,11,106,128,126,177,15,24,46,58,46,31,111
"KRBOX1-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"KRBOX1",15,7,26,25,6,70,86,69,56,5,13,6,24,6,17,93
"FAM198A",15,10,37,15,0,26,36,75,77,2,6,29,30,29,10,2
"POMGNT2",374,310,908,641,34,946,1138,1316,741,240,220,482,808,482,294,1100
"SNRK",614,620,1571,1093,164,1557,1893,894,1156,391,594,1106,1869,1106,898,4863
"SNRK-AS1",5,2,20,12,2,2,20,2,2,5,13,9,18,9,5,22
"ANO10",1247,965,3380,2114,235,4280,3662,2031,1740,799,913,2067,2959,2067,1520,6786
"ABHD5",1108,1056,2773,2005,217,1992,2878,1350,1595,622,885,1773,2529,1773,1127,2553
"MIR138-1",6,2,10,11,1,7,8,3,11,5,2,15,14,15,2,0
"TOPAZ1",0,0,0,2,0,0,0,23,27,0,0,0,2,0,0,0
"TCAIM",1081,891,2402,1554,190,2669,3031,970,1232,684,785,1311,2162,1311,1262,3095
"LINC00694",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01988",0,0,1,0,0,4,0,2,0,0,0,1,0,1,0,0
"ZNF445",950,644,2017,1144,165,2232,1846,1647,1206,631,795,1579,2005,1579,1141,1979
"ZNF852",66,37,109,74,16,122,135,32,37,19,54,112,126,112,68,125
"ZKSCAN7",156,80,346,247,13,373,335,270,242,109,114,297,324,297,175,329
"ZNF660",24,16,59,52,9,66,59,38,7,13,32,57,91,57,37,160
"ZNF197-AS1",4,5,9,8,2,14,7,3,12,0,14,13,23,13,4,32
"ZNF197",549,436,1424,763,89,1426,1397,1167,1152,375,504,971,1369,971,690,1780
"ZNF35",327,326,601,741,72,835,1168,402,653,185,323,400,1032,400,343,939
"ZNF502",184,129,288,260,39,405,524,216,312,137,209,219,469,219,200,526
"ZNF501",159,88,302,158,30,397,314,203,154,109,136,222,346,222,156,876
"KIAA1143",1294,1147,3603,2141,224,3648,3876,522,371,981,1077,2013,3265,2013,1684,4514
"KIF15",70,41,220,86,8,217,230,152,290,38,66,107,163,107,104,439
"MIR564",0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
"TMEM42",328,270,676,577,55,843,1054,869,919,268,218,444,748,444,257,1166
"TGM4",0,2,0,1,0,6,6,12,22,0,0,10,5,10,8,0
"ZDHHC3",2257,1916,5796,3998,439,7404,8077,7574,4769,1485,1857,3046,5720,3046,2557,17080
"EXOSC7",707,625,1659,1432,275,1764,2518,1901,2965,469,510,1252,1798,1252,748,5436
"CLEC3B",842,695,1392,1937,69,1120,4461,10064,12594,699,510,1148,2800,1148,328,19006
"CDCP1",88,74,464,167,18,348,354,183,100,38,65,196,179,196,46,263
"TMEM158",689,566,2528,1342,36,500,1251,631,651,311,561,974,1549,974,206,9646
"LARS2",506,405,1471,935,154,1738,1470,1420,1543,373,381,869,1379,869,787,1753
"LARS2-AS1",4,3,3,2,2,6,8,7,0,2,4,7,6,7,0,0
"LIMD1",531,453,1297,790,139,1651,1260,1005,833,317,556,864,1313,864,827,1712
"LIMD1-AS1",5,3,3,3,2,1,8,4,17,6,1,2,6,2,1,1
"SACM1L",958,848,2538,1688,298,2719,2746,1182,1642,675,866,1752,2412,1752,1383,3128
"SLC6A20",0,0,0,4,0,0,0,21,26,0,0,2,0,2,3,0
"LZTFL1",991,976,2420,1493,143,2355,2342,940,1252,633,826,1265,2146,1265,954,2098
"CCR9",0,1,2,2,1,2,5,15,8,0,2,4,5,4,7,0
"FYCO1",1742,1390,3952,2703,331,5189,4653,6452,3308,1252,1697,2746,3853,2746,2065,7152
"CXCR6",6,6,21,6,1,22,14,19,33,4,3,30,12,30,6,0
"XCR1",0,0,0,2,0,0,0,6,7,1,0,0,0,0,0,3
"CCR1",3,0,4,8,2,0,4,16,16,2,5,4,10,4,0,0
"CCR3",0,0,2,0,0,0,0,1,3,0,0,0,1,0,0,0
"CCR2",0,0,0,0,0,0,0,11,22,0,0,0,2,0,0,2
"LOC102724297",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
"CCR5",0,0,0,0,0,0,0,17,27,0,0,0,0,0,0,0
"CCRL2",0,0,0,0,0,6,2,9,6,0,0,0,0,0,0,0
"LTF",1,0,0,0,0,0,0,12,11,0,0,0,5,0,0,10
"RTP3",0,0,0,0,0,2,0,4,6,0,1,0,0,0,2,0
"LRRC2",104,92,238,178,28,350,454,280,221,61,87,174,236,174,201,604
"LRRC2-AS1",2,0,1,3,1,1,4,0,0,2,2,0,4,0,0,0
"TDGF1",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"LOC100132146",0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0
"ALS2CL",199,152,367,309,36,382,297,158,188,62,146,274,397,274,121,660
"TMIE",0,2,8,6,0,24,10,16,13,6,4,5,12,5,5,0
"PRSS50",0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0
"PRSS46",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"PRSS45",0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
"PRSS42",0,0,0,0,0,2,0,9,14,0,0,0,2,0,0,0
"MYL3",3,11,12,15,0,15,6,32,26,1,2,10,7,10,1,4
"PTH1R",35,41,84,82,0,48,73,159,177,34,33,78,123,78,3,341
"CCDC12",247,232,1040,1032,240,634,1216,768,1170,146,217,837,1267,837,434,2901
"NBEAL2",249,181,580,353,9,613,596,424,240,102,239,360,539,360,188,1379
"NRADDP",0,4,11,0,0,17,8,20,7,0,9,9,9,9,4,24
"SETD2",1556,1363,3923,2552,380,4702,4619,2962,1596,1067,1470,2460,3900,2460,2909,5254
"KIF9-AS1",82,55,219,123,13,376,168,221,96,71,46,92,134,92,103,671
"KIF9",78,61,172,149,46,227,251,173,112,74,73,145,184,145,113,144
"SNORD13J",0,0,0,0,0,0,0,20,26,0,0,0,0,0,0,0
"KLHL18",637,469,1580,976,160,2054,1791,1266,1202,344,546,1001,1578,1001,888,1994
"PTPN23",573,545,1836,1198,109,1653,1922,1076,408,315,524,977,1586,977,608,5671
"SCAP",1745,1474,5274,3050,301,6969,5899,5998,4121,1131,1359,3117,4534,3117,2063,14561
"ELP6",432,334,949,849,79,1435,1302,858,1303,256,271,604,1010,604,482,1130
"CSPG5",4,0,4,2,0,6,2,21,14,0,5,8,8,8,2,20
"SMARCC1",1923,1498,5074,2774,496,5175,4793,4284,2689,1254,1573,2876,4117,2876,2934,6483
"SNORD146",0,0,0,2,0,2,7,12,30,0,2,1,4,1,2,4
"DHX30",1418,1542,4212,2903,278,5987,5619,4392,3818,932,1509,2501,4693,2501,1908,12650
"MIR1226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAP4",12756,9302,28154,16379,2485,38172,32423,19593,5683,8086,9522,15271,25452,15271,17468,54055
"CDC25A",54,58,171,134,24,213,162,75,85,45,68,83,204,83,77,400
"MIR4443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMP",0,0,2,0,0,0,2,4,5,0,0,0,4,0,0,0
"ZNF589",124,122,428,268,18,196,366,406,404,118,114,346,360,346,104,356
"FCF1P2",105,88,249,154,7,219,182,91,80,66,93,145,235,145,115,495
"NME6",445,273,967,607,81,1143,1059,669,539,320,321,530,904,530,513,1115
"SPINK8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"MIR2115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBXW12",0,0,0,0,0,1,0,5,9,0,1,0,2,0,1,0
"PLXNB1",882,664,2314,1349,102,1696,2090,1694,1054,519,838,1273,2050,1273,688,6322
"CCDC51",207,113,502,371,45,664,499,533,594,118,150,363,455,363,253,1279
"TMA7",790,711,5611,5549,421,4497,6228,284,452,552,548,2544,6200,2544,1175,5630
"ATRIP",160,122,386,241,19,471,381,371,390,115,128,244,343,244,152,724
"TREX1",223,150,452,459,66,1013,757,549,418,138,207,352,544,352,336,464
"SHISA5",5077,4450,14007,10302,1440,19265,17619,10275,7053,2982,3575,7932,12792,7932,6585,34086
"PFKFB4",196,151,467,335,55,1125,626,374,390,97,139,276,478,276,360,567
"MIR6823",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"UCN2",70,92,161,127,13,201,214,161,132,34,103,154,196,154,109,384
"COL7A1",6640,6595,14787,14391,1067,9930,12094,9719,12570,2861,8001,11879,20153,11879,4327,33152
"MIR711",0,1,1,4,0,0,7,1,0,0,3,1,13,1,0,15
"UQCRC1",2091,1785,6169,5125,525,9495,9924,8453,9556,1378,1575,3562,6817,3562,2919,14951
"SNORA94",295,279,230,685,196,343,460,379,541,137,213,491,725,491,260,219
"TMEM89",0,0,1,2,0,0,5,3,4,0,7,2,6,2,0,0
"SLC26A6",697,673,1022,1286,66,957,1405,795,777,272,708,927,1874,927,385,1336
"MIR6824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CELSR3",113,149,430,190,25,569,301,180,143,95,163,250,421,250,276,915
"MIR4793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CELSR3-AS1",6,4,5,7,2,9,7,2,8,4,3,19,6,19,3,17
"NCKIPSD",393,409,1281,662,56,1690,1288,1277,376,266,331,602,988,602,423,2636
"IP6K2",1235,1212,2756,2791,284,2609,3757,2456,3805,821,1268,1677,3642,1677,1403,4318
"PRKAR2A",1530,1350,4439,2440,415,6063,5251,2050,2037,1073,1350,2217,3599,2217,2562,10818
"PRKAR2A-AS1",29,22,66,38,10,92,72,56,3,15,29,53,85,53,26,46
"SLC25A20",669,569,1409,1152,95,1465,1616,1015,1160,352,465,964,1519,964,454,1812
"ARIH2OS",28,36,125,88,7,104,87,57,75,37,35,61,77,61,37,188
"ARIH2",2096,1973,5166,3720,528,6895,6477,4609,4984,1341,2006,3455,5364,3455,3108,8719
"P4HTM",874,683,2061,1426,52,2637,2642,1670,1695,548,666,1120,1879,1120,597,10283
"WDR6",2033,1658,4571,3515,351,6264,5533,5666,5631,1143,1832,4334,5629,4334,2440,4219
"DALRD3",580,437,1389,1004,87,2495,2055,2033,2198,343,365,879,1374,879,488,4917
"MIR425",2,0,0,1,0,1,2,4,0,1,2,2,6,2,1,4
"NDUFAF3",908,699,2196,1587,156,3218,2904,1014,880,575,591,1003,2091,1003,942,6592
"MIR191",0,3,2,5,0,3,2,51,82,0,0,8,3,8,1,34
"IMPDH2",4332,3398,9808,7779,865,12174,12979,16094,16116,2731,3203,6679,10976,6679,4537,11907
"QRICH1",1541,1504,4092,2749,307,4425,4931,4384,3118,875,1401,2058,3987,2058,1818,8596
"QARS",3521,2887,7757,5632,700,14343,10929,15350,14592,2334,2577,4514,7707,4514,3866,6460
"MIR6890",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"USP19",1185,962,3234,2035,203,3592,3288,3892,2976,671,1036,2110,2962,2110,1246,11633
"LAMB2",16721,14657,58447,27982,2670,63077,60824,48328,40139,11727,14638,36714,50500,36714,19372,102187
"LAMB2P1",6,11,17,6,0,8,10,44,15,10,2,6,19,6,12,16
"CCDC71",464,388,1243,805,66,1641,1218,1111,1145,290,350,721,1337,721,519,3745
"KLHDC8B",538,517,1245,1012,108,1919,1865,1748,2217,378,443,992,1555,992,614,2680
"C3orf84",0,1,2,2,2,1,7,5,14,1,2,2,7,2,0,0
"CCDC36",50,23,117,95,16,74,111,91,97,24,45,64,129,64,27,109
"C3orf62",75,44,139,86,24,125,128,137,140,21,115,140,235,140,116,322
"MIR4271",0,0,1,1,0,0,0,4,1,0,0,1,0,1,0,0
"USP4",542,453,1189,1035,206,2755,1994,2309,1932,390,546,1212,1496,1212,837,2060
"GPX1",5460,4652,15222,13142,441,16073,20898,3753,4741,3666,3431,6716,15055,6716,3524,54762
"RHOA",10375,9515,23742,19735,3318,49745,43133,26193,30238,7480,7590,14222,26360,14222,19578,56135
"TCTA",406,412,1032,906,109,1687,1634,931,608,305,327,564,1070,564,590,2375
"AMT",132,137,189,284,7,100,214,62,76,81,173,232,347,232,70,225
"NICN1",370,329,718,643,89,796,811,484,391,186,366,590,814,590,288,577
"DAG1",3376,2612,9431,5030,675,13613,9971,7301,2133,2222,2737,4767,8009,4767,5132,13510
"BSN-AS2",0,0,2,3,0,3,3,0,12,3,0,19,7,19,0,18
"BSN",17,10,40,20,2,12,31,90,110,9,24,31,50,31,3,90
"APEH",1838,1537,4567,3431,417,7480,6281,5765,5204,1219,1504,2988,5097,2988,2145,8636
"MST1",191,164,383,395,15,160,345,95,86,87,206,350,565,350,107,668
"RNF123",1058,921,2626,1715,171,3527,3011,2527,1497,604,951,1556,2583,1556,1018,5549
"AMIGO3",118,79,257,153,3,226,195,211,124,59,137,168,289,168,68,529
"GMPPB",302,200,872,591,68,984,736,834,1004,194,320,635,1020,635,243,1491
"IP6K1",1118,1030,2935,2005,232,4532,4068,3167,2044,726,969,1962,2618,1962,1754,4758
"CDHR4",15,7,19,16,0,2,16,18,9,0,12,18,14,18,0,0
"FAM212A",51,43,164,108,26,275,115,165,163,50,52,125,210,125,95,530
"UBA7",2318,1826,4829,3922,217,4897,5104,6181,5204,1266,1832,3435,5271,3435,1476,3837
"MIR5193",0,0,1,1,0,2,0,1,0,0,0,0,3,0,0,0
"TRAIP",40,10,60,37,4,100,117,77,80,16,21,55,91,55,30,52
"CAMKV",0,0,2,0,0,0,0,8,12,2,0,0,0,0,0,0
"MST1R",6,3,4,20,0,14,15,27,30,6,2,8,29,8,6,8
"MON1A",237,201,590,432,54,1030,640,670,432,150,171,372,497,372,297,2430
"RBM6",1890,1338,3638,2695,388,2847,3749,2692,3309,973,1522,3003,4382,3003,1491,5836
"RBM5",2381,2086,4590,3892,498,4749,6147,4875,5554,1460,2506,3715,6494,3715,2616,9778
"RBM5-AS1",269,201,321,420,23,190,504,167,57,168,250,425,451,425,126,171
"SEMA3F-AS1",25,38,53,104,23,57,105,41,51,11,77,83,165,83,62,176
"SEMA3F",427,328,1284,739,32,1188,1484,1926,1265,282,339,606,965,606,287,2650
"MIR566",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNAT1",0,0,2,0,0,0,1,14,11,0,0,0,7,0,0,6
"SLC38A3",0,0,2,2,0,0,0,14,9,0,0,0,0,0,0,0
"GNAI2",5899,4787,19489,11773,1389,21427,22754,20659,15160,3640,3849,9655,14932,9655,6645,40806
"MIR5787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEMA3B-AS1",19,5,23,15,1,13,11,7,4,1,22,11,36,11,6,3
"SEMA3B",2779,2632,7483,5003,357,8131,7622,8065,7600,1811,2529,4601,8072,4601,2118,49537
"MIR6872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSMEM2",11,13,6,8,0,8,16,14,14,6,7,6,14,6,4,30
"IFRD2",645,542,1849,1245,118,2234,1940,1103,1330,368,465,1103,1864,1103,639,3618
"HYAL3",152,160,428,312,10,553,351,349,205,149,118,235,393,235,185,237
"NAT6",130,99,295,252,8,336,376,432,51,94,72,112,233,112,84,553
"HYAL1",14,8,45,13,0,51,15,65,66,9,18,31,44,31,13,64
"HYAL2",859,738,2223,1432,120,3267,2810,1958,2151,564,665,1272,2167,1272,893,4237
"TUSC2",453,382,1259,1020,96,1356,1344,773,859,261,269,805,1225,805,416,4069
"RASSF1",920,772,2190,1723,243,3517,2788,2048,3356,585,650,1518,2269,1518,1199,5742
"RASSF1-AS1",10,4,13,7,1,15,10,16,1,3,10,20,18,20,0,57
"ZMYND10",25,19,47,43,6,58,74,94,74,25,27,62,62,62,8,189
"NPRL2",376,288,759,511,47,911,1115,922,969,294,269,529,709,529,262,751
"CYB561D2",243,200,596,527,44,994,861,444,488,188,238,397,734,397,310,977
"TMEM115",1307,1129,3959,2683,228,5059,4629,4373,2933,864,1112,2138,4300,2138,1710,6405
"CACNA2D2",14,8,9,23,0,16,9,41,40,10,20,44,36,44,6,42
"C3orf18",638,468,1516,1164,172,1860,2019,1846,1682,435,541,1121,1537,1121,685,3625
"HEMK1",726,575,1258,1057,60,1217,1364,1226,1282,451,667,1060,1573,1060,395,1969
"CISH",29,88,38,164,8,24,104,34,65,13,113,25,369,25,33,286
"MAPKAPK3",851,791,1908,1521,192,3410,3797,2209,1852,594,696,1190,2392,1190,1017,4234
"MIR4787",0,0,0,2,0,5,1,0,0,0,0,2,0,2,2,57
"DOCK3",54,45,110,80,8,137,316,89,91,40,76,138,130,138,101,492
"MANF",841,679,2028,1407,456,2383,1841,962,1279,543,717,1346,2071,1346,1450,5834
"RBM15B",1675,1768,4367,2480,337,6288,4563,6902,6272,1198,1429,2359,4079,2359,2298,14880
"DCAF1",332,359,906,691,141,1588,1440,1060,992,260,387,870,1122,870,779,1638
"RAD54L2",1134,877,2700,1801,345,2922,3054,2408,1342,612,1041,2020,2782,2020,1839,3845
"TEX264",902,697,2230,1754,174,3178,3116,3085,3154,529,625,1449,2191,1449,941,3088
"GRM2",0,0,0,2,0,0,4,27,29,0,0,0,6,0,3,0
"IQCF6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IQCF4",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"IQCF3",0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0
"IQCF2",0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
"IQCF5-AS1",0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"IQCF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IQCF1",0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0
"RRP9",253,273,670,664,65,1186,850,872,1346,202,230,515,981,515,396,1408
"PARP3",827,656,1913,1305,162,2993,2410,1791,1145,483,601,1025,1655,1025,940,3356
"GPR62",6,2,3,7,0,12,17,33,21,4,12,27,24,27,2,84
"PCBP4",1578,1295,3846,2966,273,6322,4861,4548,3318,911,1134,2219,4132,2219,1549,12069
"ABHD14B",816,732,2396,1476,174,2533,2887,2579,1362,539,596,1032,1938,1032,770,3524
"ABHD14A",199,145,409,347,17,442,596,566,334,117,142,202,385,202,119,888
"ABHD14A-ACY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACY1",12,10,41,55,4,64,68,29,20,7,11,37,55,37,19,346
"RPL29",6586,5350,26808,24648,1273,37408,42939,4702,3811,4483,3846,10880,30123,10880,7505,8655
"DUSP7",927,1141,3222,2356,135,3168,4022,2137,830,666,1014,1701,3909,1701,1387,20459
"LINC00696",5,8,10,20,2,8,18,36,33,4,14,17,15,17,2,10
"POC1A",46,41,140,127,23,209,222,89,179,32,31,85,111,85,91,168
"ALAS1",1077,1022,2516,2009,345,3927,3594,2213,1921,668,997,1787,3035,1787,1949,4083
"TLR9",4,2,6,2,0,4,3,37,28,0,2,14,23,14,2,0
"TWF2",1374,1222,3894,2540,452,8251,4668,5436,5383,964,857,2260,3419,2260,2331,10783
"LOC101929054",11,6,10,14,6,20,17,7,2,5,6,26,16,26,10,43
"PPM1M",634,509,1457,1177,120,1940,1980,2103,1560,433,449,833,1492,833,703,3167
"WDR82",1945,1770,5095,3358,730,7342,6183,3659,4342,1256,1715,3404,5094,3404,4080,12667
"MIRLET7G",2,0,1,1,0,0,3,1,15,0,2,2,1,2,2,19
"GLYCTK",126,108,216,205,17,386,332,381,381,51,102,163,303,163,116,842
"GLYCTK-AS1",11,22,19,34,2,25,31,21,11,8,22,11,36,11,12,46
"MIR135A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH1",417,369,653,518,30,572,913,846,336,181,540,557,969,557,328,1112
"BAP1",1897,1862,4559,3312,472,6559,5663,5914,5295,1002,1451,3246,4960,3246,2108,14325
"PHF7",79,86,195,153,15,228,253,181,112,52,93,96,194,96,69,942
"SEMA3G",0,0,10,1,0,0,2,45,27,0,2,8,2,8,0,0
"TNNC1",10,9,8,10,6,38,43,75,198,7,5,10,13,10,11,229
"NISCH",3544,2866,8340,5540,397,6109,7977,7383,5087,2055,3260,5041,7666,5041,2738,20572
"STAB1",2,7,6,12,0,6,19,38,30,2,8,9,22,9,4,72
"NT5DC2",673,680,2066,1447,173,3254,3485,5226,2950,465,575,898,1788,898,731,4661
"SMIM4",164,93,158,298,148,207,286,191,320,74,86,62,285,62,158,431
"PBRM1",929,876,2645,1682,402,3695,3449,2023,2363,642,987,1740,2734,1740,2257,5060
"GNL3",1794,1572,3845,3195,402,4154,4763,2690,4308,1177,1897,2700,5095,2700,2003,7635
"SNORD136",7,9,8,13,3,14,2,1390,2516,0,13,7,14,7,1,2
"SNORD19",9,8,23,18,0,5,11,4,14,0,17,4,13,4,6,5
"SNORD19B",10,19,15,23,7,6,23,968,1823,4,33,12,41,12,4,1
"SNORD19C",28,25,26,25,0,13,28,958,1347,10,27,19,34,19,6,8
"SNORD69",4,5,14,17,4,8,14,4845,9657,3,10,12,26,12,1,30
"GLT8D1",2118,1806,5459,3690,410,6014,5988,4221,5183,1607,1739,3392,5319,3392,2222,6680
"SPCS1",1200,979,2946,2390,247,2758,3294,1162,909,836,764,1307,2985,1307,1145,1948
"NEK4",684,604,1929,1113,134,1999,1786,887,1042,409,599,1256,1809,1256,876,3880
"ITIH1",0,0,0,0,0,0,0,15,15,0,0,0,2,0,0,0
"ITIH3",70,68,134,154,22,367,209,99,120,55,36,71,248,71,113,390
"ITIH4",48,30,62,80,3,34,72,69,44,32,64,55,127,55,19,107
"ITIH4-AS1",0,0,1,2,0,0,1,0,0,2,1,0,4,0,2,20
"MUSTN1",2,5,9,9,4,12,8,6,2,7,2,18,2,18,7,10
"TMEM110-MUSTN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM110",563,525,1711,1014,163,2102,1799,1123,1085,338,569,898,1581,898,877,1963
"MIR8064",0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0
"SFMBT1",119,109,282,230,49,315,381,354,325,100,112,186,248,186,221,667
"RFT1",188,164,795,402,62,589,653,545,589,120,158,371,664,371,321,1188
"PRKCD",174,125,288,231,31,511,455,405,292,95,172,170,398,170,234,906
"TKT",10816,9529,24953,18235,2162,59959,42138,58336,46112,7492,6848,16087,22209,16087,15428,24366
"DCP1A",616,593,1726,1086,219,2200,2600,1247,670,466,804,865,2164,865,1439,2675
"SNORD38C",0,1,0,0,2,2,2,0,0,0,2,0,0,0,1,0
"CACNA1D",2,3,13,2,0,6,42,53,56,2,2,9,18,9,2,35
"CHDH",65,42,94,95,3,64,225,325,205,31,48,91,94,91,15,735
"IL17RB",87,61,156,101,27,194,168,166,251,61,73,153,163,153,144,213
"ACTR8",1188,996,2874,1848,320,3570,3270,2443,2458,743,962,2050,2650,2050,1697,5327
"SELENOK",576,478,1301,1224,274,1364,1665,710,1361,399,381,895,1604,895,578,2332
"CACNA2D3",51,47,161,148,10,126,156,85,97,63,70,120,207,120,37,195
"ESRG",0,0,0,0,0,0,0,6,15,0,0,0,1,0,0,18
"CACNA2D3-AS1",0,2,6,1,0,8,3,3,2,2,11,0,4,0,8,0
"LRTM1",2,1,5,8,0,7,7,7,10,6,2,4,4,4,4,0
"WNT5A",32331,27404,87700,47646,10625,116499,88557,24025,23385,24091,27790,52109,80637,52109,70487,171843
"ERC2",2,2,2,10,0,9,22,29,37,0,2,8,21,8,3,0
"ERC2-IT1",0,0,0,0,0,1,0,10,15,0,0,0,0,0,0,0
"MIR3938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC66",293,336,887,591,52,561,699,351,497,167,315,569,756,569,292,1010
"FAM208A",2621,1962,6860,3833,703,8074,6829,3878,4424,1849,2394,4606,6536,4606,4033,11282
"ARHGEF3",227,201,581,387,12,216,615,793,734,158,201,399,564,399,132,876
"ARHGEF3-AS1",0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
"SPATA12",5,5,8,6,0,2,4,24,11,0,2,13,4,13,0,0
"IL17RD",243,230,567,410,52,844,776,1378,836,234,283,561,763,561,433,1410
"HESX1",12,16,21,20,0,6,18,19,38,10,0,10,14,10,1,14
"APPL1",1222,1145,3298,1978,243,3536,4138,1915,2196,853,1093,2119,3151,2119,1927,4121
"ASB14",27,9,24,20,4,22,39,28,31,9,22,24,26,24,12,47
"LOC105377102",3,2,5,0,0,1,4,0,7,2,4,1,8,1,0,10
"DNAH12",6,7,19,23,2,9,13,40,49,2,7,13,18,13,5,5
"PDE12",728,751,1707,1192,151,2066,2509,656,681,487,696,1050,1879,1050,1211,3834
"ARF4",9372,8956,21616,17785,1616,26751,28977,7696,9151,6422,7539,9911,23803,9911,14010,28511
"ARF4-AS1",15,13,24,27,7,19,28,10,0,7,17,28,40,28,12,30
"DENND6A",408,422,987,734,113,1194,1696,431,511,204,437,621,1143,621,608,2921
"LOC101929159",0,0,0,2,0,2,4,5,15,0,0,3,3,3,0,0
"SLMAP",1800,1700,4467,2573,289,4125,4356,2289,1956,1238,1554,2756,4050,2756,2317,5351
"FLNB",2083,1638,6186,4563,982,15317,8277,8922,6739,1472,2111,4827,7282,4827,6037,13264
"FLNB-AS1",11,8,27,35,10,41,125,28,27,4,28,12,100,12,56,142
"DNASE1L3",0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
"ABHD6",138,132,374,241,28,399,467,345,358,87,82,192,345,192,153,568
"RPP14",513,429,1334,964,145,1622,1852,752,807,334,404,932,1585,932,709,2300
"PXK",1428,1218,3649,2402,174,3173,5447,3033,2090,897,1164,1858,3330,1858,1269,6707
"PDHB",1814,1286,3694,2720,368,7298,5663,2350,3714,1049,1216,2160,3648,2160,2495,4845
"KCTD6",136,114,253,211,23,324,475,218,289,97,140,160,339,160,153,330
"ACOX2",407,326,745,612,72,1098,1120,1074,1094,301,317,482,751,482,354,843
"FAM107A",5,2,5,6,0,6,4,22,24,4,6,2,4,2,4,4
"FAM3D-AS1",0,0,4,0,0,2,0,2,0,2,0,0,2,0,0,4
